,Symbol,GeneID,Name,Species,# PPI ,Type
,Rfx2,19725,"regulatory factor X, 2 (influences HLA class II expression)",mouse,1,TF
,Rfx3,19726,"regulatory factor X, 3 (influences HLA class II expression)",mouse,1,TF
,Rfx4,71137,"regulatory factor X, 4 (influences HLA class II expression)",mouse,1,TF
,Rfx5,53970,"regulatory factor X, 5 (influences HLA class II expression)",mouse,0,TF
,Rfx6,320995,"regulatory factor X, 6",mouse,0,TF
,Rfx7,319758,"regulatory factor X, 7",mouse,0,TF
,Rfx8,619289,regulatory factor X 8,mouse,0,TF
,Rfxank,19727,regulatory factor X-associated ankyrin-containing protein,mouse,3,TF
,Rfxap,170767,regulatory factor X-associated protein,mouse,1,TF
,Rhox1,385343,reproductive homeobox 1,mouse,0,TF
,Rhox10,434769,reproductive homeobox 10,mouse,0,TF
,Rhox11,194738,reproductive homeobox 11,mouse,0,TF
,Rhox12,382282,reproductive homeobox 12,mouse,0,TF
,Rhox13,73614,reproductive homeobox 13,mouse,0,TF
,Rhox2a,75199,reproductive homeobox 2A,mouse,0,TF
,Rhox2b,100039913,reproductive homeobox 2B,mouse,0,TF
,Rhox2c,100039948,reproductive homeobox 2C,mouse,0,TF
,Rhox2d,434760,reproductive homeobox 2D,mouse,0,TF
,Rhox2e,100040016,reproductive homeobox 2E,mouse,0,TF
,Rhox3e,100135657,reproductive homeobox 3E,mouse,0,TF
,Rhox3f,621852,reproductive homeobox 3F,mouse,0,TF
,Rhox3h,434758,reproductive homeobox 3H,mouse,0,TF
,Rhox4a,664609,reproductive homeobox 4A,mouse,0,TF
,Rhox4b,57737,reproductive homeobox 4B,mouse,0,TF
,Rhox4c,434759,reproductive homeobox 4C,mouse,0,TF
,Rhox4d,664610,reproductive homeobox 4D,mouse,0,TF
,Rhox4e,194856,reproductive homeobox 4E,mouse,0,TF
,Rhox4f,636177,reproductive homeobox 4F,mouse,0,TF
,Rhox4g,664608,reproductive homeobox 4G,mouse,0,TF
,Rhox5,18617,reproductive homeobox 5,mouse,0,TF
,Rhox6,19202,reproductive homeobox 6,mouse,0,TF
,Rhox7a,547168,reproductive homeobox 7A,mouse,0,TF
,Rhox8,434768,reproductive homeobox 8,mouse,0,TF
,Rhox9,104384,reproductive homeobox 9,mouse,0,TF
,Rlf,109263,rearranged L-myc fusion sequence,mouse,0,TF
,Rora,19883,RAR-related orphan receptor alpha,mouse,1,TF
,Rorb,225998,RAR-related orphan receptor beta,mouse,1,TF
,Rorc,19885,RAR-related orphan receptor gamma,mouse,2,TF
,Rreb1,68750,ras responsive element binding protein 1,mouse,0,TF
,Rsl1,380855,regulator of sex limited protein 1,mouse,0,TF
,Runx1,12394,runt related transcription factor 1,mouse,11,TF
,Runx1t1,12395,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",mouse,0,TF
,Runx2,12393,runt related transcription factor 2,mouse,4,TF
,Runx3,12399,runt related transcription factor 3,mouse,0,TF
,Rxra,20181,retinoid X receptor alpha,mouse,2,TF
,Rxrb,20182,retinoid X receptor beta,mouse,0,TF
,Rxrg,20183,retinoid X receptor gamma,mouse,0,TF
,Sall1,58198,sal-like 1 (Drosophila),mouse,2,TF
,Sall2,50524,sal-like 2 (Drosophila),mouse,0,TF
,Sall3,20689,sal-like 3 (Drosophila),mouse,0,TF
,Sall4,99377,sal-like 4 (Drosophila),mouse,11,TF
,Satb1,20230,special AT-rich sequence binding protein 1,mouse,0,TF
,Satb2,212712,special AT-rich sequence binding protein 2,mouse,0,TF
,Scaper,244891,S phase cyclin A-associated protein in the ER,mouse,0,TF
,Scrt1,170729,"scratch homolog 1, zinc finger protein (Drosophila)",mouse,0,TF
,Scrt2,545474,"scratch homolog 2, zinc finger protein (Drosophila)",mouse,0,TF
,Scx,20289,scleraxis,mouse,0,TF
,Sebox,18292,SEBOX homeobox,mouse,0,TF
,Setbp1,240427,SET binding protein 1,mouse,1,TF
,Sfpq,71514,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),mouse,4,TF
,Shox2,20429,short stature homeobox 2,mouse,0,TF
,Sim1,20464,single-minded homolog 1 (Drosophila),mouse,1,TF
,Sim2,20465,single-minded homolog 2 (Drosophila),mouse,0,TF
,Six1,20471,sine oculis-related homeobox 1,mouse,3,TF
,Six2,20472,sine oculis-related homeobox 2,mouse,1,TF
,Six3,20473,sine oculis-related homeobox 3,mouse,3,TF
,Six4,20474,sine oculis-related homeobox 4,mouse,1,TF
,Six5,20475,sine oculis-related homeobox 5,mouse,1,TF
,Six6,20476,sine oculis-related homeobox 6,mouse,2,TF
,Ski,20481,ski sarcoma viral oncogene homolog (avian),mouse,0,TF
,Skil,20482,SKI-like,mouse,0,TF
,Skor1,207667,SKI family transcriptional corepressor 1,mouse,2,TF
,Skor2,664805,SKI family transcriptional corepressor 2,mouse,0,TF
,Slc30a9,109108,"solute carrier family 30 (zinc transporter), member 9",mouse,0,TF
,Smad1,17125,SMAD family member 1,mouse,6,TF
,Smad2,17126,SMAD family member 2,mouse,7,TF
,Smad3,17127,SMAD family member 3,mouse,8,TF
,Smad4,17128,SMAD family member 4,mouse,4,TF
,Smad5,17129,SMAD family member 5,mouse,2,TF
,Smad6,17130,SMAD family member 6,mouse,3,TF
,Smad7,17131,SMAD family member 7,mouse,7,TF
,Smad9,55994,SMAD family member 9,mouse,1,TF
,Smarca1,93761,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1",mouse,3,TF
,Smarca2,67155,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",mouse,3,TF
,Smarca4,20586,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",mouse,13,TF
,Smarca5,93762,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5",mouse,6,TF
,Smarcad1,13990,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1",mouse,1,TF
,Smarcal1,54380,"SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1",mouse,0,TF
,Smarcb1,20587,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",mouse,2,TF
,Smarcc1,20588,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1",mouse,5,TF
,Smarcc2,68094,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2",mouse,2,TF
,Smarcd1,83797,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",mouse,2,TF
,Smarcd2,83796,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2",mouse,1,TF
,Smarcd3,66993,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",mouse,2,TF
,Smarce1,57376,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1",mouse,4,TF
,Snai1,20613,snail family zinc finger 1,mouse,0,TF
,Snai2,20583,snail family zinc finger 2,mouse,0,TF
,Snai3,30927,snail family zinc finger 3,mouse,0,TF
,Snapc4,227644,"small nuclear RNA activating complex, polypeptide 4",mouse,1,TF
,Sohlh1,227631,spermatogenesis and oogenesis specific basic helix-loop-helix 1,mouse,0,TF
,Sohlh2,74434,spermatogenesis and oogenesis specific basic helix-loop-helix 2,mouse,0,TF
,Sox1,20664,SRY (sex determining region Y)-box 1,mouse,0,TF
,Sox10,20665,SRY (sex determining region Y)-box 10,mouse,0,TF
,Sox11,20666,SRY (sex determining region Y)-box 11,mouse,0,TF
,Sox12,20667,SRY (sex determining region Y)-box 12,mouse,0,TF
,Sox13,20668,SRY (sex determining region Y)-box 13,mouse,0,TF
,Sox14,20669,SRY (sex determining region Y)-box 14,mouse,0,TF
,Sox15,20670,SRY (sex determining region Y)-box 15,mouse,0,TF
,Sox16,116912,SRY (sex determining region Y)-box 16,mouse,0,TF
,Sox17,20671,SRY (sex determining region Y)-box 17,mouse,0,TF
,Sox18,20672,SRY (sex determining region Y)-box 18,mouse,0,TF
,Sox2,20674,SRY (sex determining region Y)-box 2,mouse,16,TF
,Sox21,223227,SRY (sex determining region Y)-box 21,mouse,0,TF
,Sox3,20675,SRY (sex determining region Y)-box 3,mouse,0,TF
,Sox30,214105,SRY (sex determining region Y)-box 30,mouse,0,TF
,Sox4,20677,SRY (sex determining region Y)-box 4,mouse,0,TF
,Sox5,20678,SRY (sex determining region Y)-box 5,mouse,0,TF
,Sox6,20679,SRY (sex determining region Y)-box 6,mouse,0,TF
,Sox7,20680,SRY (sex determining region Y)-box 7,mouse,0,TF
,Sox8,20681,SRY (sex determining region Y)-box 8,mouse,0,TF
,Sox9,20682,SRY (sex determining region Y)-box 9,mouse,0,TF
,Sp1,20683,trans-acting transcription factor 1,mouse,1,TF
,Sp100,20684,nuclear antigen Sp100,mouse,0,TF
,Sp110,109032,Sp110 nuclear body protein,mouse,0,TF
,Sp140,434484,Sp140 nuclear body protein,mouse,0,TF
,Sp2,78912,Sp2 transcription factor,mouse,0,TF
,Sp3,20687,trans-acting transcription factor 3,mouse,2,TF
,Sp4,20688,trans-acting transcription factor 4,mouse,0,TF
,Sp5,64406,trans-acting transcription factor 5,mouse,0,TF
,Sp6,83395,trans-acting transcription factor 6,mouse,0,TF
,Sp7,170574,Sp7 transcription factor 7,mouse,1,TF
,Sp8,320145,trans-acting transcription factor 8,mouse,0,TF
,Sp9,381373,trans-acting transcription factor 9,mouse,0,TF
,Spdef,30051,SAM pointed domain containing ets transcription factor,mouse,0,TF
,Spi1,20375,spleen focus forming virus (SFFV) proviral integration oncogene,mouse,2,TF
,Spib,272382,Spi-B transcription factor (Spi-1/PU.1 related),mouse,0,TF
,Spic,20728,Spi-C transcription factor (Spi-1/PU.1 related),mouse,0,TF
,Spz1,79401,spermatogenic leucine zipper 1,mouse,0,TF
,Srebf1,20787,sterol regulatory element binding transcription factor 1,mouse,6,TF
,Srebf2,20788,sterol regulatory element binding factor 2,mouse,1,TF
,Srf,20807,serum response factor,mouse,2,TF
,Sry,21674,sex determining region of Chr Y,mouse,0,TF
,Ssrp1,20833,structure specific recognition protein 1,mouse,1,TF
,St18,240690,suppression of tumorigenicity 18,mouse,0,TF
,Stat1,20846,signal transducer and activator of transcription 1,mouse,2,TF
,Stat2,20847,signal transducer and activator of transcription 2,mouse,1,TF
,Stat3,20848,signal transducer and activator of transcription 3,mouse,7,TF
,Stat4,20849,signal transducer and activator of transcription 4,mouse,0,TF
,Stat5a,20850,signal transducer and activator of transcription 5A,mouse,2,TF
,Stat5b,20851,signal transducer and activator of transcription 5B,mouse,1,TF
,Stat6,20852,signal transducer and activator of transcription 6,mouse,3,TF
,T,20997,brachyury,mouse,0,TF
,T2,21331,brachyury 2,mouse,0,TF
,Tada2a,217031,transcriptional adaptor 2A,mouse,20,TF
,Tada2b,231151,transcriptional adaptor 2B,mouse,0,TF
,Taf1,270627,"TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor",mouse,0,TF
,Tal1,21349,T cell acute lymphocytic leukemia 1,mouse,4,TF
,Tal2,21350,T cell acute lymphocytic leukemia 2,mouse,1,TF
,Tax1bp1,52440,Tax1 (human T cell leukemia virus type I) binding protein 1,mouse,4,TF
,Tax1bp3,76281,Tax1 (human T cell leukemia virus type I) binding protein 3,mouse,0,TF
,Tbp,21374,TATA box binding protein,mouse,5,TF
,Tbpl1,237336,TATA box binding protein-like 1,mouse,1,TF
,Tbpl2,227606,TATA box binding protein like 2,mouse,1,TF
,Tbr1,21375,T-box brain gene 1,mouse,0,TF
,Tbx1,21380,T-box 1,mouse,1,TF
,Tbx10,109575,T-box 10,mouse,0,TF
,Tbx15,21384,T-box 15,mouse,0,TF
,Tbx18,76365,T-box18,mouse,0,TF
,Tbx19,83993,T-box 19,mouse,0,TF
,Tbx2,21385,T-box 2,mouse,0,TF
,Tbx20,57246,T-box 20,mouse,0,TF
,Tbx21,57765,T-box 21,mouse,0,TF
,Tbx22,245572,T-box 22,mouse,0,TF
,Tbx3,21386,T-box 3,mouse,0,TF
,Tbx4,21387,T-box 4,mouse,0,TF
,Tbx5,21388,T-box 5,mouse,0,TF
,Tbx6,21389,T-box 6,mouse,0,TF
,Tcf12,21406,transcription factor 12,mouse,1,TF
,Tcf15,21407,transcription factor 15,mouse,0,TF
,Tcf19,106795,transcription factor 19,mouse,0,TF
,Tcf20,21411,transcription factor 20,mouse,0,TF
,Tcf21,21412,transcription factor 21,mouse,0,TF
,Tcf23,69852,transcription factor 23,mouse,0,TF
,Tcf24,100039596,transcription factor 24,mouse,0,TF
,Tcf25,66855,transcription factor 25 (basic helix-loop-helix),mouse,0,TF
,Tcf3,21423,transcription factor 3,mouse,15,TF
,Tcf4,21413,transcription factor 4,mouse,1,TF
,Tcf7,21414,"transcription factor 7, T cell specific",mouse,0,TF
,Tcf7l1,21415,"transcription factor 7 like 1 (T cell specific, HMG box)",mouse,0,TF
,Tcf7l2,21416,"transcription factor 7 like 2, T cell specific, HMG box",mouse,1,TF
,Tcfl5,277353,transcription factor-like 5 (basic helix-loop-helix),mouse,0,TF
,Tead1,21676,TEA domain family member 1,mouse,3,TF
,Tead2,21677,TEA domain family member 2,mouse,2,TF
,Tead3,21678,TEA domain family member 3,mouse,2,TF
,Tead4,21679,TEA domain family member 4,mouse,3,TF
,Tef,21685,thyrotroph embryonic factor,mouse,0,TF
,Terf1,21749,telomeric repeat binding factor 1,mouse,0,TF
,Terf2,21750,telomeric repeat binding factor 2,mouse,0,TF
,Tet1,52463,tet methylcytosine dioxygenase 1,mouse,4,TF
,Tet2,214133,tet methylcytosine dioxygenase 2,mouse,4,TF
,Tet3,194388,tet methylcytosine dioxygenase 3,mouse,0,TF
,Tfam,21780,"transcription factor A, mitochondrial",mouse,0,TF
,Tfap2a,21418,"transcription factor AP-2, alpha",mouse,2,TF
,Tfap2b,21419,transcription factor AP-2 beta,mouse,0,TF
,Tfap2c,21420,"transcription factor AP-2, gamma",mouse,0,TF
,Tfap2d,226896,"transcription factor AP-2, delta",mouse,0,TF
,Tfap2e,332937,"transcription factor AP-2, epsilon",mouse,0,TF
,Tfap4,83383,transcription factor AP4,mouse,0,TF
,Tfb1m,224481,"transcription factor B1, mitochondrial",mouse,0,TF
,Tfb2m,15278,"transcription factor B2, mitochondrial",mouse,0,TF
,Tfcp2,21422,transcription factor CP2,mouse,0,TF
,Tfcp2l1,81879,transcription factor CP2-like 1,mouse,41,TF
,Tfdp1,21781,transcription factor Dp 1,mouse,3,TF
,Tfdp2,211586,transcription factor Dp 2,mouse,1,TF
,Tfe3,209446,transcription factor E3,mouse,0,TF
,Tfeb,21425,transcription factor EB,mouse,0,TF
,Tfec,21426,transcription factor EC,mouse,0,TF
,Tgif1,21815,TGFB-induced factor homeobox 1,mouse,0,TF
,Tgif2,228839,TGFB-induced factor homeobox 2,mouse,0,TF
,Tgif2lx1,245583,"TGFB-induced factor homeobox 2-like, X-linked 1",mouse,0,TF
,Tgif2lx2,100039551,"TGFB-induced factor homeobox 2-like, X-linked 2",mouse,0,TF
,Thap1,73754,"THAP domain containing, apoptosis associated protein 1",mouse,0,TF
,Thap11,59016,THAP domain containing 11,mouse,0,TF
,Thap2,66816,"THAP domain containing, apoptosis associated protein 2",mouse,0,TF
,Thap3,69876,"THAP domain containing, apoptosis associated protein 3",mouse,0,TF
,Thap4,67026,THAP domain containing 4,mouse,0,TF
,Thap6,381650,THAP domain containing 6,mouse,0,TF
,Thap7,69009,THAP domain containing 7,mouse,0,TF
,Thap8,75629,THAP domain containing 8,mouse,0,TF
,Thra,21833,thyroid hormone receptor alpha,mouse,0,TF
,Thrb,21834,thyroid hormone receptor beta,mouse,4,TF
,Tlx1,21908,"T cell leukemia, homeobox 1",mouse,0,TF
,Tlx2,21909,"T cell leukemia, homeobox 2",mouse,0,TF
,Tlx3,27140,"T cell leukemia, homeobox 3",mouse,8,TF
,Toe1,68276,"target of EGR1, member 1 (nuclear)",mouse,1,TF
,Topors,106021,"topoisomerase I binding, arginine/serine-rich",mouse,1,TF
,Tox,252838,thymocyte selection-associated high mobility group box,mouse,0,TF
,Tox2,269389,TOX high mobility group box family member 2,mouse,0,TF
,Tox3,244579,TOX high mobility group box family member 3,mouse,1,TF
,Tox4,268741,TOX high mobility group box family member 4,mouse,1,TF
,Trerf1,224829,transcriptional regulating factor 1,mouse,0,TF
,Trp53,22059,transformation related protein 53,mouse,19,TF
,Trp63,22061,transformation related protein 63,mouse,0,TF
,Trp73,22062,transformation related protein 73,mouse,3,TF
,Trps1,83925,trichorhinophalangeal syndrome I (human),mouse,2,TF
,Tsc22d1,21807,"TSC22 domain family, member 1",mouse,0,TF
,Tsc22d2,72033,"TSC22 domain family, member 2",mouse,0,TF
,Tsc22d3,14605,"TSC22 domain family, member 3",mouse,1,TF
,Tsc22d4,78829,"TSC22 domain family, member 4",mouse,0,TF
,Tshz1,110796,teashirt zinc finger family member 1,mouse,0,TF
,Tshz2,228911,teashirt zinc finger family member 2,mouse,0,TF
,Tshz3,243931,teashirt zinc finger family member 3,mouse,0,TF
,Ttf1,22130,"transcription termination factor, RNA polymerase I",mouse,1,TF
,Ttf2,74044,"transcription termination factor, RNA polymerase II",mouse,0,TF
,Tub,22141,tubby candidate gene,mouse,0,TF
,Twist1,22160,twist basic helix-loop-helix transcription factor 1,mouse,0,TF
,Twist2,13345,twist basic helix-loop-helix transcription factor 2,mouse,0,TF
,Ubp1,22221,upstream binding protein 1,mouse,1,TF
,Ubtf,21429,"upstream binding transcription factor, RNA polymerase I",mouse,0,TF
,Ubtfl1,546118,"upstream binding transcription factor, RNA polymerase I-like 1",mouse,0,TF
,Uncx,22255,UNC homeobox,mouse,0,TF
,Unk,217331,unkempt homolog (Drosophila),mouse,32,TF
,Unkl,74154,unkempt-like (Drosophila),mouse,0,TF
,Usf1,22278,upstream transcription factor 1,mouse,2,TF
,Usf2,22282,upstream transcription factor 2,mouse,0,TF
,Usf3,207806,upstream transcription factor family member 3,mouse,0,TF
,Utf1,22286,undifferentiated embryonic cell transcription factor 1,mouse,0,TF
,Vax1,22326,ventral anterior homeobox 1,mouse,0,TF
,Vax2,24113,ventral anterior homeobox 2,mouse,0,TF
,Vdr,22337,vitamin D receptor,mouse,0,TF
,Vezf1,22344,vascular endothelial zinc finger 1,mouse,4,TF
,Vsx1,114889,visual system homeobox 1 homolog (zebrafish),mouse,0,TF
,Vsx2,12677,visual system homeobox 2,mouse,1,TF
,Wdhd1,218973,WD repeat and HMG-box DNA binding protein 1,mouse,0,TF
,Whsc1,107823,Wolf-Hirschhorn syndrome candidate 1 (human),mouse,4,TF
,Wiz,22404,widely-interspaced zinc finger motifs,mouse,0,TF
,Wt1,22431,Wilms tumor 1 homolog,mouse,1,TF
,Xbp1,22433,X-box binding protein 1,mouse,0,TF
,Ybx1,22608,Y box protein 1,mouse,2,TF
,Ybx2,53422,Y box protein 2,mouse,0,TF
,Ybx3,56449,Y box protein 3,mouse,1,TF
,Yeats2,208146,YEATS domain containing 2,mouse,1,TF
,Yeats4,64050,YEATS domain containing 4,mouse,0,TF
,Yy1,22632,YY1 transcription factor,mouse,4,TF
,Yy2,100073351,Yy2 transcription factor,mouse,0,TF
,Zbed3,72114,"zinc finger, BED type containing 3",mouse,0,TF
,Zbed4,223773,"zinc finger, BED type containing 4",mouse,0,TF
,Zbed6,667118,"zinc finger, BED type containing 6",mouse,0,TF
,Zbp1,58203,Z-DNA binding protein 1,mouse,0,TF
,Zbtb1,268564,zinc finger and BTB domain containing 1,mouse,0,TF
,Zbtb10,229055,zinc finger and BTB domain containing 10,mouse,0,TF
,Zbtb11,271377,zinc finger and BTB domain containing 11,mouse,0,TF
,Zbtb12,193736,zinc finger and BTB domain containing 12,mouse,0,TF
,Zbtb14,22666,zinc finger and BTB domain containing 14,mouse,0,TF
,Zbtb16,235320,zinc finger and BTB domain containing 16,mouse,2,TF
,Zbtb17,22642,zinc finger and BTB domain containing 17,mouse,1,TF
,Zbtb18,30928,zinc finger and BTB domain containing 18,mouse,0,TF
,Zbtb2,381990,zinc finger and BTB domain containing 2,mouse,0,TF
,Zbtb20,56490,zinc finger and BTB domain containing 20,mouse,0,TF
,Zbtb21,114565,zinc finger and BTB domain containing 21,mouse,0,TF
,Zbtb22,81630,zinc finger and BTB domain containing 22,mouse,1,TF
,Zbtb24,268294,zinc finger and BTB domain containing 24,mouse,1,TF
,Zbtb25,109929,zinc finger and BTB domain containing 25,mouse,0,TF
,Zbtb26,320633,zinc finger and BTB domain containing 26,mouse,0,TF
,Zbtb3,75291,zinc finger and BTB domain containing 3,mouse,1,TF
,Zbtb32,58206,zinc finger and BTB domain containing 32,mouse,0,TF
,Zbtb33,56805,zinc finger and BTB domain containing 33,mouse,2,TF
,Zbtb34,241311,zinc finger and BTB domain containing 34,mouse,0,TF
,Zbtb37,240869,zinc finger and BTB domain containing 37,mouse,0,TF
,Zbtb38,245007,zinc finger and BTB domain containing 38,mouse,0,TF
,Zbtb39,320080,zinc finger and BTB domain containing 39,mouse,0,TF
,Zbtb4,75580,zinc finger and BTB domain containing 4,mouse,0,TF
,Zbtb40,230848,zinc finger and BTB domain containing 40,mouse,0,TF
,Zbtb41,226470,zinc finger and BTB domain containing 41,mouse,0,TF
,Zbtb42,382639,zinc finger and BTB domain containing 42,mouse,0,TF
,Zbtb43,71834,zinc finger and BTB domain containing 43,mouse,1,TF
,Zbtb44,235132,zinc finger and BTB domain containing 44,mouse,0,TF
,Zbtb45,232879,zinc finger and BTB domain containing 45,mouse,0,TF
,Zbtb46,72147,zinc finger and BTB domain containing 46,mouse,0,TF
,Zbtb48,100090,zinc finger and BTB domain containing 48,mouse,1,TF
,Zbtb49,75079,zinc finger and BTB domain containing 49,mouse,0,TF
,Zbtb5,230119,zinc finger and BTB domain containing 5,mouse,0,TF
,Zbtb6,241322,zinc finger and BTB domain containing 6,mouse,0,TF
,Zbtb7a,16969,zinc finger and BTB domain containing 7a,mouse,0,TF
,Zbtb7b,22724,zinc finger and BTB domain containing 7B,mouse,0,TF
,Zbtb7c,207259,zinc finger and BTB domain containing 7C,mouse,1,TF
,Zbtb8a,73680,zinc finger and BTB domain containing 8a,mouse,0,TF
,Zbtb8b,215627,zinc finger and BTB domain containing 8b,mouse,0,TF
,Zbtb9,474156,zinc finger and BTB domain containing 9,mouse,1,TF
,Zc3h10,103284,zinc finger CCCH type containing 10,mouse,0,TF
,Zc3h11a,70579,zinc finger CCCH type containing 11A,mouse,1,TF
,Zc3h12a,230738,zinc finger CCCH type containing 12A,mouse,1,TF
,Zc3h12b,547176,zinc finger CCCH-type containing 12B,mouse,0,TF
,Zc3h13,67302,zinc finger CCCH type containing 13,mouse,0,TF
,Zc3h14,75553,zinc finger CCCH type containing 14,mouse,0,TF
,Zc3h15,69082,zinc finger CCCH-type containing 15,mouse,0,TF
,Zc3h18,76014,zinc finger CCCH-type containing 18,mouse,0,TF
,Zc3h3,223642,zinc finger CCCH type containing 3,mouse,0,TF
,Zc3h4,330474,zinc finger CCCH-type containing 4,mouse,0,TF
,Zc3h6,78751,zinc finger CCCH type containing 6,mouse,0,TF
,Zc3h7a,106205,zinc finger CCCH type containing 7 A,mouse,0,TF
,Zc3h7b,20286,zinc finger CCCH type containing 7B,mouse,0,TF
,Zc3h8,57432,zinc finger CCCH type containing 8,mouse,0,TF
,Zcchc11,230594,"zinc finger, CCHC domain containing 11",mouse,0,TF
,Zcchc6,214290,"zinc finger, CCHC domain containing 6",mouse,0,TF
,Zeb1,21417,zinc finger E-box binding homeobox 1,mouse,2,TF
,Zeb2,24136,zinc finger E-box binding homeobox 2,mouse,0,TF
,Zfat,380993,zinc finger and AT hook domain containing,mouse,0,TF
,Zfhx2,239102,zinc finger homeobox 2,mouse,0,TF
,Zfhx3,11906,zinc finger homeobox 3,mouse,0,TF
,Zfhx4,80892,zinc finger homeodomain 4,mouse,0,TF
,Zfp1,22640,zinc finger protein 1,mouse,0,TF
,Zfp105,22646,zinc finger protein 105,mouse,0,TF
,Zfp106,20402,zinc finger protein 106,mouse,0,TF
,Zfp108,54678,zinc finger protein 108,mouse,0,TF
,Zfp11,22648,zinc finger protein 11,mouse,0,TF
,Zfp110,65020,zinc finger protein 110,mouse,4,TF
,Zfp111,56707,zinc finger protein 111,mouse,1,TF
,Zfp112,57745,zinc finger protein 112,mouse,0,TF
,Zfp113,56314,zinc finger protein 113,mouse,0,TF
,Zfp12,231866,zinc finger protein 12,mouse,0,TF
,Zfp128,243833,zinc finger protein 128,mouse,0,TF
,Zfp13,22654,zinc finger protein 13,mouse,0,TF
,Zfp131,72465,zinc finger protein 131,mouse,0,TF
,Zfp14,243906,zinc finger protein 14,mouse,0,TF
,Zfp141,434178,zinc finger protein 141,mouse,0,TF
,Zfp142,77264,zinc finger protein 142,mouse,0,TF
,Zfp143,20841,zinc finger protein 143,mouse,0,TF
,Zfp146,26465,zinc finger protein 146,mouse,0,TF
,Zfp148,22661,zinc finger protein 148,mouse,0,TF
,Zfp160,224585,zinc finger protein 160,mouse,0,TF
,Zfp169,67911,zinc finger protein 169,mouse,0,TF
,Zfp174,385674,zinc finger protein 174,mouse,0,TF
,Zfp180,210135,zinc finger protein 180,mouse,1,TF
,Zfp182,319535,zinc finger protein 182,mouse,0,TF
,Zfp184,193452,zinc finger protein 184 (Kruppel-like),mouse,0,TF
,Zfp189,230162,zinc finger protein 189,mouse,0,TF
,Zfp2,22678,zinc finger protein 2,mouse,0,TF
,Zfp202,80902,zinc finger protein 202,mouse,0,TF
,Zfp207,22680,zinc finger protein 207,mouse,0,TF
,Zfp212,232784,Zinc finger protein 212,mouse,0,TF
,Zfp213,449521,zinc finger protein 213,mouse,0,TF
,Zfp217,228913,zinc finger protein 217,mouse,0,TF
,Zfp219,69890,zinc finger protein 219,mouse,1,TF
,Zfp235,56525,zinc finger protein 235,mouse,0,TF
,Zfp236,329002,zinc finger protein 236,mouse,3,TF
,Zfp239,22685,zinc finger protein 239,mouse,0,TF
,Zfp24,59057,zinc finger protein 24,mouse,0,TF
,Zfp248,72720,zinc finger protein 248,mouse,0,TF
,Zfp251,71591,zinc finger protein 251,mouse,0,TF
,Zfp26,22688,zinc finger protein 26,mouse,0,TF
,Zfp260,26466,zinc finger protein 260,mouse,0,TF
,Zfp263,74120,zinc finger protein 263,mouse,0,TF
,Zfp27,22689,zinc finger protein 27,mouse,0,TF
,Zfp273,212569,zinc finger protein 273,mouse,0,TF
,Zfp275,27081,zinc finger protein 275,mouse,2,TF
,Zfp276,57247,zinc finger protein (C2H2 type) 276,mouse,0,TF
,Zfp277,246196,zinc finger protein 277,mouse,0,TF
,Zfp28,22690,zinc finger protein 28,mouse,0,TF
,Zfp280b,64453,zinc finger protein 280B,mouse,0,TF
,Zfp280c,208968,zinc finger protein 280C,mouse,0,TF
,Zfp280d,235469,zinc finger protein 280D,mouse,0,TF
,Zfp281,226442,zinc finger protein 281,mouse,2,TF
,Zfp282,101095,zinc finger protein 282,mouse,0,TF
,Zfp286,192651,zinc finger protein 286,mouse,0,TF
,Zfp287,170740,zinc finger protein 287,mouse,0,TF
,Zfp292,30046,zinc finger protein 292,mouse,1,TF
,Zfp296,63872,zinc finger protein 296,mouse,0,TF
,Zfp3,193043,zinc finger protein 3,mouse,0,TF
,Zfp30,22693,zinc finger protein 30,mouse,0,TF
,Zfp300,245368,zinc finger protein 300,mouse,0,TF
,Zfp317,244713,zinc finger protein 317,mouse,0,TF
,Zfp318,57908,zinc finger protein 318,mouse,0,TF
,Zfp319,79233,zinc finger protein 319,mouse,0,TF
,Zfp322a,218100,zinc finger protein 322A,mouse,0,TF
,Zfp324,243834,zinc finger protein 324,mouse,0,TF
,Zfp326,54367,zinc finger protein 326,mouse,1,TF
